host_response_rate,host_acceptance_rate,host_listings_count,city,state,zipcode,latitude,longitude,accommodates,bedrooms,bathrooms,beds,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,number_of_reviews
86%,88%,8,Washington,DC,20020,38.86784482,-76.98314923,2,1,1,2,$59.00,$100.00,$25.00,1,1125,0
100%,100%,1,Washington,DC,20020,38.86816275,-76.98593787,6,3,2,4,$190.00,$200.00,$150.00,2,1125,2
100%,100%,1,Washington,DC,20002,38.89671855,-76.99038029,4,1,1,1,$98.00,$300.00,$30.00,2,1125,1
100%,100%,1,Washington,DC,20002,38.89321842,-76.99641563,2,1,1,1,$145.00,$125.00,,5,1125,96
100%,100%,1,Washington,DC,20002,38.89752494,-76.97239543,2,1,1.5,1,$53.00,$95.00,$19.00,2,7,35
100%,100%,3,Washington,DC,20002,38.89532984,-76.98797263,6,3,2.5,3,$275.00,$500.00,$100.00,4,21,5
100%,97%,1,Washington,DC,20002,38.90619056,-77.00509889,2,1,1,1,$120.00,,,1,120,9
N/A,N/A,1,Washington,DC,20002,38.8956269,-76.99363432,2,1,1,1,$90.00,,,1,1125,0
100%,94%,1,Washington,DC,20002,38.90365214,-77.00228189,2,1,1,1,$100.00,,$15.00,1,1125,10
96%,79%,2,Washington,DC,20002,38.89532139,-76.99736846,1,1,1,1,$90.00,$95.00,,1,2,22
100%,80%,2,Washington,DC,20002,38.89606511,-76.98268567,4,1,1,2,$100.00,,,1,1125,2
100%,100%,1,Washington,DC,20002,38.89408702,-76.98564337,2,1,1,1,$100.00,$100.00,$15.00,1,1125,121
50%,N/A,1,Washington,DC,20002,38.90010694,-76.99983542,4,1,1,3,$110.00,$100.00,,2,14,7
100%,64%,1,Washington,DC,20002,38.89202444,-77.00122322,2,1,1,1,$125.00,$275.00,,2,14,22
100%,100%,1,Washington,DC,20002,38.89573481,-76.98884734,6,2,1,2,$180.00,"$2,000.00",$100.00,3,1125,0
59%,85%,1,Washington,DC,20002,38.89402414,-77.00285578,1,0,1,1,$83.00,,,1,1125,1
100%,86%,1,Washington,DC,20002,38.89921319,-77.000384,3,1,1,2,$137.00,,$40.00,3,1125,2
100%,100%,1,Washington,DC,20002,38.89244428,-76.99370842,1,1,1,1,$100.00,,$45.00,2,60,21
100%,67%,1,Washington,DC,20002-6645,38.89431801,-76.97873681,4,1,1,2,$135.00,,,1,1125,23
100%,100%,2,Washington,DC,20002,38.89617425,-77.00270267,8,3,2.5,5,$398.00,$500.00,$258.00,3,1125,1
100%,96%,5,Washington,DC,20002,38.89560925,-76.98935133,4,1,1,2,$150.00,$500.00,$75.00,3,1125,12
100%,100%,2,Washington,DC,20002,38.89895204,-76.98723513,2,0,1,1,$100.00,$100.00,$50.00,3,1125,2
100%,N/A,1,Washington,DC,20002,38.89815437,-76.98182416,4,2,1,2,$100.00,,,7,1125,0
100%,86%,1,Washington,DC,20002,38.89795128,-77.00108851,6,3,2.5,3,$325.00,$200.00,$150.00,2,1125,21
90%,90%,2,Washington,DC,20002,38.89568617,-76.99978939,2,1,1.5,1,$90.00,,,1,1125,0
90%,100%,1,Washington,DC,20002,38.90192613,-77.00023387,6,3,1.5,5,$270.00,$250.00,,2,1125,13
90%,67%,1,Washington,DC,20002,38.90114588,-77.00300726,6,2,1.5,2,$70.00,,$45.00,1,1125,7
100%,100%,3,Washington,DC,20002,38.8986782,-76.99890681,6,3,2.5,3,$350.00,,,3,1125,0
100%,90%,1,Washington,DC,20002,38.89926073,-76.99193311,7,3,1.5,5,$195.00,$350.00,$90.00,2,28,1
100%,100%,1,Washington,DC,20002,38.90035639,-77.00088158,3,1,1,1,$105.00,,$50.00,2,1125,35
85%,94%,2,Washington,DC,20002,38.89760062,-76.99692173,2,1,2,1,$99.00,,$25.00,2,300,47
100%,100%,2,Washington,DC,20002,38.89647103,-76.98297037,4,1,1,2,$93.00,,$50.00,1,7,1
100%,100%,1,Washington,DC,20002,38.90501225,-77.00578785,2,1,1,1,$130.00,,$35.00,1,1125,2
100%,100%,2,Washington,DC,20002,38.89208366,-76.99890941,4,1,1,2,$135.00,$150.00,$20.00,1,1125,13
100%,95%,2,Washington,DC,20002,38.90166731,-76.99022712,4,1,1,2,$130.00,,,2,1125,0
100%,98%,1,Washington,DC,20002,38.89700819,-76.98822322,2,1,1,1,$100.00,,,1,1125,34
100%,100%,1,Washington,DC,20002,38.90537135,-77.00034033,2,0,1,1,$135.00,$200.00,$25.00,2,100,65
99%,89%,25,Washington,DC,20002,38.89798948,-77.00180654,6,1,1,2,$149.00,$300.00,$90.00,3,30,12
100%,100%,2,Washington,DC,20002,38.90133007,-76.98956129,6,2,2.5,3,$190.00,$200.00,$150.00,3,1125,4
100%,100%,1,"Washington, D.C.",DC,20002,38.89326775,-76.99019142,4,1,1,2,$130.00,,$45.00,2,1125,90
100%,100%,2,Washington,DC,20002,38.8972508,-76.97533672,4,1,1,2,$107.00,$120.00,$60.00,3,1125,3
60%,100%,1,Washington,DC,20002,38.89780035,-77.00033068,3,2,1,2,$100.00,,,1,30,10
99%,89%,25,Washington,DC,20002,38.89219842,-77.00034089,6,2,1,2,$159.00,$300.00,$115.00,3,1125,2
100%,98%,3,Washington,DC,20002,38.89436586,-76.98287352,5,2,1,3,$179.00,$200.00,$50.00,3,1125,195
100%,100%,2,Washington,DC,20002,38.896298,-77.00196375,5,0,1,3,$138.00,$200.00,$158.00,3,1125,2
89%,92%,1,Washington,DC,20002,38.89887909,-76.9885547,5,2,1.5,2,$140.00,"$1,000.00",$50.00,2,1125,1
100%,100%,1,Washington,DC,20002,38.89303386,-76.99162554,4,2,1,2,$150.00,$200.00,$40.00,1,1,7
84%,82%,2,Washington,DC,20002,38.89558969,-76.99349217,4,2,2,2,$150.00,$300.00,$60.00,1,1125,20
N/A,N/A,1,Washington,DC,20002,38.89434589,-76.98663875,2,1,1,1,$70.00,,,1,1125,0
100%,100%,1,Washington,DC,20003,38.89314387,-77.00102107,2,1,1,3,$150.00,,$70.00,3,365,76
100%,100%,2,Washington,DC,20001,38.90114176,-77.00860167,4,1,1,2,$120.00,$100.00,$120.00,2,1125,8
100%,100%,1,Washington,DC,20002,38.89959171,-77.00006404,2,1,1,1,$125.00,$200.00,$60.00,2,1125,23
90%,88%,1,Washington,DC,20002,38.89767509,-76.99032707,2,1,1,1,$100.00,,$25.00,1,1125,7
N/A,N/A,1,Washington,DC,20002,38.89386164,-76.98646567,6,1,2.5,2,$230.00,"$1,000.00",$80.00,3,9,0
96%,79%,2,Washington,DC,20002,38.89524696,-76.99588965,2,1,1,2,$94.00,$150.00,$25.00,2,3,5
100%,100%,3,Washington,DC,20002,38.89532288,-76.98873497,2,1,1,1,$110.00,,,2,30,227
100%,100%,2,Washington,DC,20002,38.89883621,-76.99117819,2,1,1,1,$85.00,,$30.00,3,100,18
100%,95%,2,Washington,DC,20002,38.89909061,-77.00253157,1,1,1,1,$47.00,,,1,1125,14
99%,96%,32,Washington,DC,20002,38.89377019,-76.98930218,10,4,4,5,$399.00,$500.00,$230.00,4,365,0
100%,100%,4,Washington,DC,20002,38.89698726,-76.99969911,8,3,1.5,4,$290.00,$400.00,$200.00,4,365,0
90%,75%,2,Washington,DC,20002,38.89474363,-76.99245242,2,1,2,1,$90.00,,$75.00,1,1125,10
100%,95%,2,Washington,DC,20002,38.89912911,-77.00126106,6,2,2,2,$154.00,,$30.00,2,1125,3
100%,100%,1,Washington,DC,20002,38.90494683,-77.00130748,3,1,1,2,$134.00,$200.00,$25.00,2,1125,51
100%,100%,5,Washington,DC,20002,38.89771961,-76.99410965,2,1,1,1,$85.00,,$50.00,1,365,180
100%,100%,1,Washington,DC,20002,38.89602824,-77.00248845,2,1,1,1,$129.00,$250.00,$75.00,3,29,1
100%,98%,3,Washington,DC,20002,38.89419212,-76.98340015,5,3,2.5,3,$250.00,$200.00,$70.00,3,365,17
99%,96%,32,Washington,DC,20002,38.89705371,-77.00146009,4,1,1,2,$179.00,$200.00,$65.00,3,180,25
100%,100%,1,Washington,DC,20002,38.89770195,-76.99538919,4,1,1,2,$115.00,$100.00,$50.00,1,1125,2
100%,100%,1,Washington,DC,20002,38.89833122,-76.99004117,2,1,1,1,$89.00,,$25.00,2,20,9
86%,50%,1,Washington,DC,20002,38.89500721,-76.98048778,2,1,1,1,$95.00,,,1,1125,0
100%,98%,1,Washington,DC,20002,38.89540276,-76.98693749,2,1,1,1,$89.00,,,1,60,310
100%,95%,5,Washington,DC,20002,38.89831902,-76.98793118,6,3,2.5,4,$679.00,$500.00,$100.00,3,1125,2
100%,96%,5,Washington,DC,20002,38.89677931,-76.99821812,2,1,1,1,$150.00,$500.00,$75.00,3,1125,0
N/A,N/A,1,Washington,DC,20002,38.89578101,-76.98863622,3,1,1,1,$220.00,$300.00,$25.00,1,10,3
100%,87%,4,Washington,DC,20002,38.9021986,-76.99024119,2,1,1,1,$62.00,,$10.00,1,1125,4
100%,100%,1,Washington,DC,20002,38.90551319,-77.00171435,3,1,1,1,$129.00,,$20.00,2,21,41
100%,100%,1,Washington,DC,20002,38.90589413,-77.00542831,4,1,1,2,$120.00,,$30.00,2,1125,10
100%,100%,1,Washington,DC,20002,38.89721386,-76.9759526,6,2,1.5,3,$125.00,$500.00,$90.00,2,1125,0
100%,100%,1,Washington,DC,20002,38.89552706,-76.99273583,4,1,1,2,$125.00,$125.00,$20.00,2,29,85
84%,82%,2,Washington,DC,20002,38.89556228,-76.99341957,4,1,1,1,$120.00,,$40.00,2,1125,2
92%,90%,1,Washington,DC,20002,38.90284509,-76.99887832,2,1,1,1,$55.00,,$20.00,1,5,2
100%,88%,6,Washington,DC,20002,38.8978172,-76.98668319,2,1,1.5,1,$59.00,$150.00,,6,1125,1
100%,100%,1,Washington,DC,20002,38.89767896,-76.99471815,3,1,1,1,$95.00,,,2,1125,13
100%,88%,6,Washington,DC,20002,38.89784794,-76.98545208,2,1,1.5,1,$79.00,$150.00,,6,1125,10
100%,97%,2,Washington,DC,20002,38.89758177,-76.98739073,2,1,1,1,$85.00,,$25.00,1,1125,29
100%,67%,1,Washington,DC,20002,38.89330113,-76.99187303,8,3,2.5,8,$285.00,$500.00,$125.00,2,5,9
100%,50%,1,Washington,DC,20002,38.89784615,-76.99534739,2,1,1,1,$70.00,,,1,1125,0
90%,100%,5,Washington,DC,20002,38.90535752,-77.0083284,4,1,1,1,$100.00,,$30.00,1,1125,11
100%,90%,2,Washington,DC,20002,38.8973079,-76.98509981,2,1,1.5,1,$72.00,$250.00,,2,1125,1
95%,90%,2,Washington,DC,20002,38.90184706,-77.00314744,4,1,1,2,$89.00,,,1,60,21
100%,100%,1,Washington,DC,20002,38.89760345,-77.00208242,2,1,1,1,$75.00,,,2,1125,1
70%,100%,5,Washington,DC,20002,38.89845706,-76.98609253,11,5,4.5,5,"$2,822.00","$1,000.00",,2,1125,0
100%,100%,1,Washington,DC,20002,38.90162833,-76.9888257,2,1,2.5,1,$85.00,$150.00,,2,1125,76
100%,89%,2,Washington,DC,20002,38.89799893,-76.97459485,2,1,1,1,$189.00,,$100.00,1,1125,4
81%,97%,4,Washington,DC,20002,38.90635436,-77.00219462,2,1,1.5,1,$69.00,,,3,14,28
100%,100%,1,Washington,DC,20002,38.89732262,-77.00028731,2,1,1,1,$118.00,,,12,1125,10
100%,100%,3,Washington,DC,20002,38.89661032,-76.98702755,2,1,1,1,$75.00,,,2,30,318
100%,100%,1,Washington,DC,20002,38.89684733,-76.98625067,2,1,1,1,$79.00,,,1,1125,74
100%,90%,2,Washington,DC,20002,38.89719653,-76.9869563,2,1,1.5,1,$77.00,$250.00,,3,95,8
100%,71%,1,Washington,DC,20002,38.90678107,-77.00466764,2,1,1,1,$84.00,,$10.00,2,1125,28
100%,100%,5,Washington,DC,20002,38.89781634,-76.99456414,2,1,1,1,$95.00,,$50.00,1,93,61
100%,100%,1,Washington,DC,20002,38.89948355,-77.00257321,2,1,1,1,$80.00,,,6,30,0
60%,75%,1,Washington,DC,20002,38.89710979,-77.00148818,4,2,1,2,$195.00,,,1,1125,5
100%,100%,1,Washington,DC,20002,38.89488572,-77.00118128,2,0,1,1,$110.00,,$25.00,1,1125,1
90%,75%,2,Washington,DC,20002,38.89519101,-76.99252065,5,3,2,3,$225.00,$600.00,$200.00,5,1125,4
N/A,N/A,1,Washington,DC,20002,38.89260315,-77.00048893,4,,1,2,$325.00,,$65.00,4,7,0
100%,83%,1,"Washington, D.C.",DC,20002,38.89816227,-76.99979797,6,3,1.5,3,$250.00,,$25.00,1,1125,2
85%,94%,2,Washington,DC,20002,38.89681839,-76.99547501,3,1,1,2,$95.00,,$35.00,2,700,14
100%,80%,2,Washington,DC,20002,38.89571675,-76.98039484,2,1,1,1,$75.00,,,1,1125,0
100%,83%,4,Washington,DC,20002,38.89221459,-77.00096875,6,3,3,3,$225.00,$500.00,$75.00,6,180,11
56%,80%,1,Washington,DC,20002,38.90564269,-77.00535751,2,1,1,1,$80.00,$100.00,$30.00,1,30,4
100%,76%,2,Washington,DC,20002,38.90411989,-77.00567375,4,1,1,2,$137.00,$250.00,$35.00,1,14,28
N/A,N/A,1,Washington,DC,20001,38.89959096,-77.00270152,4,1,1,1,$98.00,$200.00,$20.00,3,90,28
94%,100%,2,Washington,DC,20002,38.89982173,-76.99752842,2,1,1,1,$149.00,$150.00,$35.00,1,1125,34
100%,100%,1,Washington,DC,20002,38.89689507,-76.98670226,6,3,1.5,3,$250.00,$300.00,$100.00,2,1125,11
100%,100%,1,Washington,DC,20002,38.898652,-77.00177743,4,1,1,2,$150.00,$500.00,$50.00,2,1125,26
100%,100%,1,Washington,DC,20002,38.90474311,-77.0054369,3,1,1,2,$168.00,,$60.00,2,4,47
100%,100%,3,Washington,DC,20001,38.90567235,-77.00542655,2,1,1.5,1,$59.00,$95.00,$12.00,1,1125,9
100%,50%,1,Washington,DC,20002,38.89881243,-76.99333438,2,1,1,1,$80.00,$250.00,$60.00,3,120,1
100%,100%,2,Washington,DC,20002,38.89590263,-76.98191521,3,1,1,2,$80.00,,$35.00,1,30,1
93%,98%,3,Washington,DC,20002,38.89309631,-76.9983459,2,1,1,1,$126.00,$95.00,$45.00,1,21,51
100%,N/A,1,Washington,DC,20002,38.8988398,-76.99730181,5,2,1.5,3,$125.00,,,6,1125,0
N/A,N/A,1,Washington,DC,20002,38.90287087,-77.00833342,2,0,1,1,$100.00,,$40.00,5,1125,4
75%,100%,1,Washington,DC,20002,38.9044856,-77.00045558,2,1,1,1,$100.00,$200.00,$50.00,1,1125,1
100%,93%,6,Washington,DC,20002,38.89987739,-76.9987274,15,6,4.5,12,$499.00,$500.00,$200.00,2,1125,0
98%,52%,49,Washington,DC,20002,38.89669017,-77.00024648,4,1,1,1,$195.00,,,3,90,2
N/A,N/A,1,Washington,DC,20002,38.89829607,-76.98468224,4,1,2.5,2,$100.00,$100.00,$50.00,3,1125,1
100%,100%,1,Washington,DC,20002,38.89909192,-76.9839541,4,1,1,2,$125.00,,,1,1125,8
100%,92%,1,Washington,DC,20002,38.89624511,-77.0012088,4,1,1,2,$145.00,$350.00,$135.00,2,30,142
100%,97%,2,Washington,DC,20002,38.89866104,-77.00179416,2,0,1,1,$175.00,,$50.00,3,30,141
100%,87%,4,Washington,DC,20002,38.89979351,-76.99027073,6,3,1,3,$199.00,,,1,1125,0
97%,100%,3,Washington,DC,20002,38.90207855,-76.98960895,3,1,1,1,$75.00,$500.00,$30.00,1,1125,12
88%,75%,1,Washington,DC,20002,38.89346615,-76.99169723,4,2,1,2,$130.00,,$60.00,1,1125,0
89%,100%,1,Washington,DC,20002,38.89537193,-76.9870714,5,1,2,1,$150.00,,,1,1125,3
97%,59%,2,Washington,DC,20002,38.89695157,-76.99185914,5,2,1.5,2,$220.00,,,1,1125,3
N/A,N/A,1,Washington,DC,20002,38.8965092,-76.9918184,2,1,1.5,1,$75.00,,,1,1125,0
53%,92%,1,Washington,DC,20002,38.89329541,-76.99713886,5,1,1,1,$115.00,,$50.00,1,3,43
99%,89%,25,Washington,DC,20002,38.89313331,-76.99721206,4,1,1,2,$119.00,$300.00,$85.00,3,1125,3
90%,67%,1,Washington,DC,20002,38.89590909,-76.99802679,4,2,2.5,2,$225.00,,$80.00,3,26,36
80%,93%,1,Washington,DC,20002,38.89923031,-76.98951133,2,1,1,1,$125.00,,,3,1125,28
100%,100%,1,Washington,DC,20002,38.90510387,-77.00637211,3,1,1,2,$124.00,$100.00,$40.00,2,60,25
86%,83%,1,Washington,DC,20002,38.89815014,-76.98679134,1,1,1,1,$95.00,$500.00,,1,1125,51
100%,87%,4,Washington,DC,20002,38.90142298,-76.99010533,2,1,1,1,$59.00,,$10.00,1,1125,1
100%,50%,1,Washington,DC,20002,38.89789931,-76.98730691,3,2,1,2,$149.00,,$60.00,2,365,1
100%,100%,1,Washington,DC,20002,38.89655878,-76.98518322,2,1,1,1,$99.00,,,4,1125,6
100%,100%,1,Washington,DC,20002,38.89897694,-77.00012697,2,1,1,1,$95.00,,$25.00,5,1125,1
100%,100%,2,Washington,DC,20002,38.90170892,-76.99920073,4,1,1,2,$126.00,,,1,1125,1
100%,100%,1,Washington,DC,20002,38.89456581,-76.98183639,1,1,0,1,$64.00,,,1,1125,2
92%,94%,30,Washington,DC,20002,38.89439886,-76.99809605,6,2,2.5,3,$299.00,,$150.00,3,999,17
100%,100%,3,Washington,DC,20002,38.89265891,-76.98084854,1,1,1,1,$35.00,,$20.00,1,1125,8
91%,93%,1,Washington,DC,20002,38.89714946,-76.99667234,2,1,1.5,2,$50.00,,,2,28,119
100%,100%,2,Washington,DC,20002,38.90111954,-76.9981995,6,2,1,4,$179.00,$100.00,$95.00,1,45,96
N/A,N/A,1,Washington,DC,20002,38.90026457,-76.98981519,2,1,1.5,1,$70.00,,,2,1125,12
100%,100%,1,Washington,DC,20002,38.90580085,-76.99893974,3,1,1,1,$125.00,,,1,1125,29
100%,67%,1,Washington,DC,20002,38.89808959,-76.9971727,2,1,1,1,$180.00,,,2,10,4
60%,83%,1,Washington,DC,20002,38.9057638,-77.00515676,2,1,1,1,$79.00,,,1,1125,22
100%,100%,5,Washington,DC,20002,38.8975113,-76.99256921,1,1,,1,$75.00,,$25.00,2,21,175
67%,100%,1,Washington,DC,20002,38.90524313,-77.00539004,2,1,1,1,$100.00,,,7,1125,0
N/A,N/A,1,Washington,DC,20002,38.89879582,-76.99124348,2,0,1,1,$80.00,,,3,15,5
N/A,N/A,3,Washington,DC,20002,38.89864832,-76.99697661,4,2,2.5,2,$300.00,,$35.00,1,1125,0
N/A,N/A,1,Washington,DC,20002,38.8969917,-76.98090027,2,1,1.5,1,$107.00,,,1,1125,4
100%,N/A,1,Washington,DC,20002,38.90012659,-76.99989725,6,3,1,3,$250.00,$250.00,$75.00,1,1125,0
99%,89%,25,Washington,DC,20002,38.89309392,-77.00166497,6,3,1,3,$199.00,$500.00,$115.00,3,1125,9
100%,100%,1,Washington,DC,20002,38.90089453,-77.00103733,3,1,2,2,$90.00,,,1,1125,55
N/A,N/A,1,Washington,DC,20002,38.90586228,-77.00549466,2,1,1,1,$105.00,$200.00,$15.00,1,7,2
70%,N/A,3,Washington,DC,20002,38.89607377,-76.97510082,4,2,1,2,$150.00,,$150.00,3,120,0
90%,83%,1,Washington,DC,20002,38.90494742,-77.00576335,3,1,1,1,$125.00,,$30.00,2,1125,4
100%,100%,1,Washington,DC,20002,38.89762013,-76.97331699,2,0,1,1,$85.00,$250.00,$25.00,2,7,45
98%,52%,49,Washington,DC,20002,38.89769334,-76.986196,6,2,1,2,$225.00,,,3,90,4
100%,100%,1,Washington,DC,20002,38.89966717,-76.98684151,2,1,1,1,$99.00,$250.00,,1,1125,1
N/A,N/A,1,Washington,DC,20002,38.89628578,-77.00067227,3,1,1,1,$150.00,,,1,1125,1
100%,100%,1,Washington,DC,20002,38.8962279,-76.97356497,4,1,1,2,$85.00,$150.00,$25.00,2,15,71
100%,88%,1,Washington,DC,20002,38.89210464,-76.99698174,2,1,1,,$115.00,,$20.00,2,1125,9
100%,100%,1,Washington,DC,20002,38.90552475,-77.00675615,2,1,1,1,$120.00,,,1,1125,16
100%,100%,3,Washington,DC,20002,38.89301986,-76.98013562,1,1,1,1,$35.00,,$20.00,1,730,1
100%,100%,1,Washington,DC,20002,38.89994742,-76.98931861,2,1,2,1,$79.00,,,1,1125,42
50%,100%,1,Washington,DC,20002,38.89755288,-76.98014945,1,1,1,1,$40.00,,$40.00,7,1125,1
90%,60%,1,Washington,DC,20002,38.89247294,-76.98642213,2,1,1,2,$149.00,$300.00,$75.00,2,1125,15
100%,100%,1,Washington,DC,20002,38.89412755,-76.97856389,5,1,1,2,$115.00,,$25.00,1,14,37
94%,100%,1,Washington,DC,20002,38.89556071,-76.99509508,3,1,1,1,$105.00,,$30.00,1,365,7
100%,100%,1,Washington,DC,20002,38.89584461,-76.97758207,3,1,1,2,$58.00,,$5.00,1,1125,15
100%,100%,1,Washington,DC,20002,38.89503527,-76.99962974,4,2,2,2,$250.00,$250.00,$200.00,4,28,7
100%,100%,1,Washington,DC,20002,38.89968286,-77.00042232,2,1,1,1,$125.00,,$20.00,2,4,2
N/A,N/A,1,Washington,DC,20002,38.89597306,-76.98558927,2,1,1,1,$95.00,,,1,1125,0
100%,89%,2,Washington,DC,20002,38.90580843,-77.00001218,3,1,1,1,$180.00,$100.00,,1,14,10
N/A,N/A,3,Washington,DC,20002,38.89874336,-76.99907938,2,1,1,1,$156.00,,,1,1125,0
91%,50%,1,Washington,DC,20002,38.89919865,-76.98664174,2,1,1.5,1,$135.00,,,1,1125,4
92%,100%,1,Washington,DC,20002,38.90278431,-76.99545156,2,1,1,1,$95.00,,$20.00,1,1125,19
100%,100%,1,Washington,DC,20002,38.90550285,-77.00549821,4,1,1,2,$145.00,$500.00,$50.00,3,1125,5
97%,59%,2,Washington,DC,20002,38.89738996,-76.9931736,2,1,1.5,1,$120.00,,,1,1125,11
90%,86%,1,Washington,DC,20002,38.90548099,-77.00589411,3,1,1,1,$160.00,,$25.00,1,1125,6
57%,0%,1,Washington,DC,20002,38.8972454,-76.97124527,2,1,1,1,$79.00,,$20.00,1,21,41
75%,100%,1,Washington,DC,20002,38.90451109,-76.99477257,2,1,1,1,$55.00,,$25.00,2,1125,1
N/A,N/A,1,Washington,DC,20002,38.89294085,-76.99777106,2,1,1,2,$50.00,,,1,1125,1
100%,100%,1,Washington,DC,20002,38.89579651,-76.99259892,4,1,1,2,$135.00,$250.00,$65.00,2,1125,14
90%,100%,5,Washington,DC,20002,38.90492877,-77.00853909,2,1,1,1,$80.00,,,1,1125,2
100%,100%,1,Washington,DC,20002,38.89496653,-76.99526136,2,1,1.5,1,$148.00,,,1,1125,5
100%,100%,3,Washington,DC,20001,38.90591085,-77.00706761,3,1,1.5,1,$69.00,$95.00,$12.00,1,1125,5
100%,83%,4,Washington,DC,20002,38.89233141,-77.00084213,6,2,2.5,3,$300.00,$250.00,$90.00,4,1125,39
100%,75%,1,Washington,DC,20002,38.89053543,-76.97592678,4,1,1,2,$85.00,,$50.00,1,1125,1
100%,63%,1,Washington,DC,20002,38.89903042,-76.98436233,2,1,1,1,$58.00,,$15.00,1,1125,1
N/A,N/A,1,Washington,DC,20002,38.89613712,-76.97789266,2,1,1,1,$110.00,,$20.00,1,3,0
100%,100%,1,Washington,DC,20002,38.89604567,-76.9722255,2,1,1.5,1,$40.00,$99.00,$18.00,2,7,11
100%,86%,5,Washington,DC,20002,38.89295479,-76.98140298,2,1,1,1,$55.00,,$40.00,5,365,9
100%,100%,2,Washington,DC,20002,38.89593223,-76.97786872,2,1,1,1,$95.00,,,2,7,40
100%,100%,2,Washington,DC,20002,38.90379162,-77.00267024,4,1,1.5,2,$144.00,,$24.00,1,13,48
100%,95%,5,Washington,DC,20002,38.89644841,-76.98911805,4,2,1,2,$199.00,$100.00,$70.00,3,60,80
90%,60%,1,Washington,DC,20002,38.89507249,-76.99210255,2,1,1.5,1,$70.00,$200.00,$30.00,3,99,22
70%,N/A,3,Washington,DC,20002,38.89632291,-76.97535129,2,1,1,1,$75.00,,$75.00,3,120,1
90%,90%,1,Washington,DC,20002,38.89932011,-76.98592649,2,1,1.5,1,$71.00,$100.00,$30.00,1,1125,11
100%,100%,2,Washington,DC,20002,38.90602687,-76.99934919,7,3,3.5,3,$300.00,,$50.00,3,1125,8
100%,67%,1,Washington,DC,20002,38.90339444,-77.00262759,2,1,1,1,$108.00,,,3,1125,0
N/A,N/A,1,Washington,DC,20002,38.89845671,-76.99102421,7,2,1.5,3,$190.00,,$100.00,3,1125,2
100%,100%,2,Washington,DC,20002,38.90256041,-77.0017138,4,1,1,2,$105.00,,$25.00,2,1125,58
100%,100%,2,Washington,DC,20002,38.90120998,-77.00047838,4,1,1,2,$129.00,$200.00,$90.00,2,1125,15
67%,73%,1,Washington,DC,20002,38.89751489,-76.99588719,3,1,1,2,$135.00,$500.00,$75.00,2,20,23
100%,100%,1,Washington,DC,20002,38.89494845,-77.00321644,2,0,1,1,$125.00,$400.00,$100.00,3,1125,19
100%,29%,1,Washington,DC,20002,38.89905705,-76.98810527,3,1,1,1,$100.00,,,1,1125,3
N/A,N/A,1,Washington,DC,20002,38.89501529,-76.98901497,2,1,1,1,$80.00,,,1,1125,0
100%,100%,2,Washington,DC,20002,38.89751742,-76.97513565,9,3,2.5,4,$178.00,$200.00,$80.00,3,1125,4
75%,67%,1,Washington,DC,20002,38.8963776,-76.9972787,3,2,1,2,$125.00,,,3,1125,7
94%,100%,1,Washington,DC,20002,38.89314035,-76.99686383,1,1,1,1,$65.00,,,1,1125,3
100%,N/A,1,Washington,DC,20002,38.89672054,-76.9826065,4,1,1,2,$86.00,,$10.00,2,1125,5
100%,86%,5,Washington,DC,20002,38.89246691,-76.98269043,2,1,1,1,$55.00,,$40.00,5,365,42
N/A,N/A,1,Washington,DC,20002,38.90469381,-77.00700957,4,0,1,1,$114.00,,,2,3,0
100%,100%,1,Washington,DC,20002,38.8924057,-77.00081384,2,1,1,1,$165.00,,$75.00,5,1125,1
89%,100%,2,Washington,DC,20002,38.89738697,-76.99007167,2,1,1,2,$70.00,$300.00,$50.00,3,1125,2
90%,90%,2,Washington,DC,20002,38.89548866,-77.00105732,4,1,1.5,1,$90.00,$100.00,$20.00,1,60,9
100%,100%,1,Washington,DC,20002,38.89514679,-76.9983809,2,1,1,1,$89.00,,$50.00,1,1125,7
100%,100%,1,Washington,DC,20002,38.89836016,-76.97923585,1,1,1.5,1,$80.00,,,1,1125,2
100%,100%,1,Washington,DC,20002,38.89707164,-76.98255474,4,2,1.5,2,$105.00,"$1,000.00",$120.00,4,1125,8
100%,100%,1,Washington,DC,20002,38.90443941,-76.99870915,2,1,1.5,1,$90.00,$250.00,$30.00,2,3,35
100%,73%,3,Washington,DC,20002,38.90582831,-77.00556276,1,1,1,1,$70.00,$175.00,$15.00,2,1125,1
100%,100%,1,Washington,DC,20002,38.89491004,-76.99316058,4,1,1,1,$135.00,$150.00,$65.00,1,1125,111
82%,57%,2,Washington,DC,20002,38.90155671,-76.99297044,6,2,2.5,4,$180.00,$300.00,$100.00,3,1125,29
89%,100%,2,"Washington, D.C.",DC,20002,38.89827581,-76.98888332,4,2,1,3,$160.00,$300.00,$50.00,3,11,3
99%,89%,25,Washington,DC,20002,38.89221037,-77.00202862,5,2,1,3,$149.00,$300.00,$90.00,3,1125,6
N/A,N/A,1,Washington,DC,20002,38.89756688,-76.9818446,3,1,1,1,$249.00,,,1,1125,1
64%,100%,2,Washington,DC,20002,38.89504185,-76.98980457,4,2,1,2,$149.00,,$75.00,1,1125,8
100%,100%,2,Washington,DC,20002,38.90401698,-76.99523355,2,1,1,1,$64.00,,,2,11,30
